,MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
220,2014,CHEVROLET,EXPRESS 1500 PASSENGER,VAN - PASSENGER,5.3,8.0,A4,E,23.9,18.5,21.5,13,344.0
221,2014,CHEVROLET,EXPRESS 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8.0,A4,X,18.3,14.2,16.5,17,380.0
222,2014,CHEVROLET,EXPRESS 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8.0,A4,E,25.3,19.3,22.6,12,362.0
223,2014,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,4.8,8.0,A6,X,21.1,14.2,18.0,16,414.0
224,2014,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,X,21.9,15.0,18.8,15,432.0
225,2014,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,E,30.0,20.4,25.7,11,411.0
226,2014,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.8,8.0,A6,X,21.3,14.3,18.2,16,419.0
227,2014,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,X,22.1,15.0,18.9,15,435.0
228,2014,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,E,30.2,20.5,25.8,11,413.0
229,2014,CHEVROLET,IMPALA,FULL-SIZE,2.5,4.0,AS6,,11.3,7.5,9.6,29,221.0
230,2014,CHEVROLET,IMPALA,FULL-SIZE,3.6,6.0,AS6,X,12.6,8.2,10.6,27,
231,2014,CHEVROLET,IMPALA,FULL-SIZE,3.6,6.0,AS6,E,16.7,11.3,14.3,20,229.0
232,2014,CHEVROLET,IMPALA ECO,FULL-SIZE,2.4,4.0,AS6,X,10.0,7.0,8.7,32,200.0
233,2014,CHEVROLET,MALIBU,MID-SIZE,2.0,4.0,AS6,Z,11.5,7.9,9.9,29,228.0
234,2014,CHEVROLET,MALIBU,MID-SIZE,2.5,4.0,AS6,X,9.3,6.4,8.0,35,184.0
235,2014,CHEVROLET,ORLANDO,SUV - SMALL,2.4,4.0,AS6,X,12.2,8.6,10.6,27,
236,2014,CHEVROLET,ORLANDO,SUV - SMALL,2.4,,M6,X,11.8,8.3,10.2,28,235.0
237,2014,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6.0,A6,X,13.4,9.9,11.8,24,271.0
238,2014,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6.0,A6,E,18.9,14.2,16.8,17,269.0
239,2014,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,14.6,10.3,12.7,22,
240,2014,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,E,19.5,13.7,16.9,17,270.0
241,2014,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8.0,A6,Z,16.3,11.4,14.1,20,324.0
242,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6.0,A6,X,14.2,10.6,12.6,22,290.0
243,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6.0,A6,E,20.0,15.1,17.8,16,285.0
244,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A6,,14.9,10.6,13.0,22,299.0
245,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A6,E,19.9,14.2,17.3,16,277.0
246,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8.0,A6,Z,16.4,11.7,14.3,20,329.0
247,2014,CHEVROLET,SONIC,COMPACT,1.4,4.0,AS6,X,9.1,6.7,8.0,35,
248,2014,CHEVROLET,SONIC,COMPACT,1.4,4.0,M6,X,8.5,6.2,7.5,38,173.0
249,2014,CHEVROLET,SONIC,COMPACT,1.8,4.0,AS6,X,9.6,6.6,8.3,34,191.0
250,2014,CHEVROLET,SONIC,COMPACT,1.8,4.0,M5,X,8.9,6.7,7.9,36,182.0
251,2014,CHEVROLET,SONIC 5,MID-SIZE,1.4,4.0,AS6,X,9.1,6.7,8.0,35,184.0
252,2014,CHEVROLET,SONIC 5,MID-SIZE,1.4,4.0,M6,X,8.5,6.2,7.5,38,
253,2014,CHEVROLET,SONIC 5,MID-SIZE,1.8,4.0,AS6,X,9.6,6.6,8.3,34,191.0
254,2014,CHEVROLET,SONIC 5,MID-SIZE,1.8,4.0,M5,X,8.9,6.7,7.9,36,182.0
255,2014,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4.0,AS6,X,9.4,7.0,8.3,34,191.0
256,2014,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4.0,M6,X,8.7,7.0,7.9,36,182.0
257,2014,CHEVROLET,SONIC RS,COMPACT,1.4,4.0,AS6,X,9.4,7.0,8.3,34,
258,2014,CHEVROLET,SONIC RS,COMPACT,1.4,4.0,M6,X,8.7,7.0,7.9,36,182.0
259,2014,CHEVROLET,SPARK,SUBCOMPACT,1.2,4.0,AV,X,7.7,6.0,6.9,41,159.0
260,2014,CHEVROLET,SPARK,SUBCOMPACT,1.2,4.0,M5,X,7.6,6.0,6.9,41,159.0
261,2014,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8.0,A6,X,16.0,11.1,13.8,20,317.0
262,2014,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8.0,A6,E,21.5,14.6,18.4,15,294.0
263,2014,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8.0,A6,X,16.0,11.1,13.8,20,317.0
264,2014,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8.0,A6,E,21.5,14.6,18.4,15,
265,2014,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8.0,A6,X,16.0,11.1,13.8,20,317.0
266,2014,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8.0,A6,E,21.5,14.6,18.4,15,294.0
267,2014,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8.0,A6,,16.0,11.1,13.8,20,317.0
268,2014,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8.0,A6,E,21.5,14.6,18.4,15,294.0
269,2014,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6.0,A6,X,14.3,9.9,12.3,23,283.0
270,2014,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6.0,A6,X,14.6,10.2,12.6,22,290.0
271,2014,CHEVROLET,TRAX,SUV - SMALL,1.4,4.0,AS6,X,9.4,7.1,8.4,34,
272,2014,CHEVROLET,TRAX,SUV - SMALL,1.4,4.0,M6,X,9.1,6.8,8.1,35,186.0
273,2014,CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4.0,AS6,X,10.0,7.8,9.0,31,207.0
274,2014,CHRYSLER,300,FULL-SIZE,3.6,6.0,A8,X,12.4,7.7,10.3,27,237.0
275,2014,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4.0,A4,X,11.7,8.2,10.1,28,232.0
276,2014,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4.0,A6,X,12.9,8.1,10.7,26,246.0
277,2014,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6.0,A6,X,12.5,8.1,10.5,27,242.0
278,2014,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6.0,A6,E,17.0,11.2,14.4,20,230.0
279,2014,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4.0,A4,X,11.2,8.0,9.8,29,225.0
280,2014,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4.0,A6,X,12.0,7.6,10.0,28,230.0
281,2014,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6.0,A6,X,12.5,8.1,10.5,27,242.0
282,2014,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6.0,A6,E,17.0,11.2,14.4,20,230.0
283,2014,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8.0,A5,X,15.8,9.2,12.8,22,294.0
284,2014,CHRYSLER,300 AWD,FULL-SIZE,3.6,6.0,A8,X,12.8,8.6,10.9,26,251.0
285,2014,CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8.0,A5,X,16.1,10.0,13.4,21,308.0
286,2014,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6.0,A8,X,12.8,8.6,10.9,26,251.0
287,2014,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6.0,A8,E,17.3,11.7,14.8,19,237.0
288,2014,CHRYSLER,300 FFV,FULL-SIZE,3.6,6.0,A8,X,12.4,7.7,10.3,27,237.0
289,2014,CHRYSLER,300 FFV,FULL-SIZE,,6.0,A8,E,16.8,10.3,13.9,20,222.0
290,2014,CHRYSLER,300 SRT (MDS),FULL-SIZE,6.4,8.0,A5,Z,16.7,10.3,13.8,20,317.0
291,2014,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6.0,A6,,14.1,9.5,12.0,24,276.0
292,2014,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6.0,A6,E,19.7,13.3,16.8,17,269.0
293,2014,DODGE,AVENGER,MID-SIZE,2.4,4.0,A4,X,11.2,8.0,9.8,29,225.0
294,2014,DODGE,AVENGER,MID-SIZE,2.4,4.0,A6,X,12.0,7.6,10.0,28,230.0
295,2014,DODGE,AVENGER FFV,MID-SIZE,3.6,6.0,A6,X,12.5,8.1,10.5,27,242.0
296,2014,DODGE,AVENGER FFV,MID-SIZE,3.6,6.0,A6,E,17.0,11.2,14.4,20,230.0
297,2014,DODGE,CHALLENGER,MID-SIZE,3.6,6.0,A5,X,13.2,8.7,11.2,25,258.0
298,2014,DODGE,CHALLENGER,MID-SIZE,5.7,8.0,M6,X,15.6,10.0,13.1,22,301.0
299,2014,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8.0,A5,X,15.8,9.2,12.8,22,294.0
300,2014,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8.0,M6,Z,16.8,10.4,13.9,20,320.0
301,2014,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8.0,A5,Z,16.7,10.3,13.8,20,317.0
302,2014,DODGE,CHARGER,FULL-SIZE,3.6,6.0,A5,X,13.2,8.7,11.2,25,258.0
303,2014,DODGE,CHARGER,FULL-SIZE,3.6,,A8,X,12.4,7.7,10.3,27,237.0
304,2014,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8.0,A5,X,15.8,9.2,12.8,22,
305,2014,DODGE,CHARGER AWD,FULL-SIZE,3.6,6.0,A8,X,12.8,8.6,10.9,26,251.0
306,2014,DODGE,CHARGER AWD (MDS),FULL-SIZE,,8.0,A5,X,16.1,10.0,13.4,21,308.0
307,2014,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6.0,A8,X,12.8,8.6,10.9,26,251.0
308,2014,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6.0,A8,E,17.3,11.7,14.8,19,237.0
309,2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6.0,A5,X,13.2,8.7,11.2,25,258.0
310,2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6.0,A5,E,18.3,12.6,15.7,18,251.0
311,2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6.0,A8,X,12.3,7.6,10.2,28,235.0
312,2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6.0,A8,E,16.8,10.3,13.9,20,222.0
313,2014,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8.0,A5,Z,16.7,10.3,13.8,20,317.0
314,2014,DODGE,DART,MID-SIZE,2.0,4.0,M6,X,9.4,6.5,8.1,35,186.0
315,2014,DODGE,DART,MID-SIZE,2.4,4.0,A6,X,10.1,6.8,8.6,33,198.0
316,2014,DODGE,DART,MID-SIZE,2.4,4.0,M6,X,10.5,6.7,8.8,32,202.0
317,2014,DODGE,DART FFV,MID-SIZE,2.0,4.0,A6,X,9.9,7.0,8.6,33,198.0
318,2014,DODGE,DART FFV,MID-SIZE,2.0,,A6,E,14.2,9.8,12.2,23,195.0
319,2014,DODGE,DART GT,MID-SIZE,2.4,4.0,A6,,10.6,7.5,9.2,31,212.0
320,2014,DODGE,DART GT,MID-SIZE,,4.0,M6,X,10.2,7.0,8.8,32,202.0
321,2014,DODGE,DART TURBO AERO,MID-SIZE,1.4,4.0,AM6,X,8.4,5.9,7.3,39,168.0
322,2014,DODGE,DART TURBO AERO,MID-SIZE,1.4,4.0,M6,X,8.5,5.8,7.3,39,168.0
323,2014,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8.0,A8,X,17.3,10.8,14.4,20,
324,2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6.0,A8,,13.9,9.8,12.1,23,278.0
325,2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,,A8,E,17.7,13.0,15.6,18,250.0
326,2014,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6.0,A6,X,13.7,9.4,11.8,24,271.0
327,2014,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6.0,A6,E,19.2,13.1,16.5,17,
328,2014,DODGE,JOURNEY,SUV - SMALL,2.4,4.0,A4,X,12.7,9.1,11.1,25,
329,2014,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6.0,A6,X,14.5,9.9,12.4,23,285.0
330,2014,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6.0,A6,X,14.2,9.4,12.0,24,276.0
331,2014,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6.0,A6,E,18.9,12.9,16.2,17,259.0
332,2014,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4.0,M5,X,8.5,6.9,7.8,36,179.0
333,2014,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4.0,M5,X,8.5,6.9,7.8,36,179.0
334,2014,FIAT,500 CABRIO,MINICOMPACT,1.4,4.0,A6,X,8.7,6.9,7.9,36,
335,2014,FIAT,,MINICOMPACT,1.4,4.0,M5,,7.9,6.3,7.2,39,166.0
336,2014,FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4.0,M5,X,8.5,6.9,7.8,36,179.0
337,2014,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4.0,A6,X,8.7,6.9,7.9,36,182.0
338,2014,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4.0,M5,X,7.6,5.9,6.8,42,
339,2014,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4.0,M5,X,8.5,6.9,7.8,36,179.0
340,2014,FIAT,500L TURBO,STATION WAGON - SMALL,,4.0,AM6,X,10.0,7.2,8.7,32,200.0
341,2014,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4.0,M6,X,9.3,7.2,8.4,34,193.0
342,2014,FORD,C-MAX HYBRID,FULL-SIZE,2.0,4.0,AV,X,5.6,6.4,6.0,47,138.0
343,2014,FORD,,VAN - CARGO,4.6,8.0,A4,X,17.7,14.4,16.2,17,373.0
344,2014,FORD,E150 VAN FFV,VAN - CARGO,4.6,8.0,A4,E,24.1,19.2,21.9,13,350.0
345,2014,FORD,E150 VAN FFV,VAN - CARGO,5.4,,A4,X,19.3,14.7,17.2,16,396.0
346,2014,FORD,E150 VAN FFV,VAN - CARGO,5.4,8.0,A4,E,24.9,19.6,22.5,13,360.0
347,2014,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8.0,A4,X,18.6,14.6,16.8,17,386.0
348,2014,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8.0,A4,E,25.5,20.0,23.0,12,368.0
349,2014,FORD,E350 WAGON,VAN - PASSENGER,6.8,10.0,A5,X,23.9,17.8,21.2,13,
350,2014,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8.0,A4,X,20.6,15.5,18.3,15,421.0
351,2014,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8.0,A4,E,26.7,20.5,23.9,12,382.0
352,2014,FORD,EDGE,SUV - SMALL,2.0,4.0,A6,X,11.3,7.9,9.8,29,225.0
353,2014,FORD,EDGE,SUV - SMALL,3.5,6.0,AS6,X,12.6,8.7,10.8,26,248.0
354,2014,FORD,EDGE AWD,SUV - SMALL,3.5,6.0,AS6,X,13.3,9.3,11.5,25,264.0
355,2014,FORD,EDGE AWD,SUV - SMALL,3.7,6.0,AS6,X,13.7,10.4,12.2,23,281.0
356,2014,FORD,ESCAPE,SUV - SMALL,1.6,4.0,AS6,X,10.4,7.4,9.1,31,209.0
357,2014,FORD,ESCAPE,SUV - SMALL,2.0,4.0,AS6,X,10.9,8.0,9.6,29,221.0
358,2014,FORD,ESCAPE,SUV - SMALL,2.5,,AS6,X,10.9,7.5,9.4,30,216.0
359,2014,FORD,ESCAPE AWD,SUV - SMALL,1.6,,AS6,X,10.5,7.9,9.3,30,
360,2014,FORD,ESCAPE AWD,SUV - SMALL,2.0,4.0,AS6,X,11.2,8.5,10.0,28,230.0
361,2014,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8.0,A6,X,18.2,13.3,16.0,18,368.0
362,2014,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8.0,A6,E,24.5,18.0,21.6,13,346.0
363,2014,FORD,EXPLORER,SUV - STANDARD,2.0,4.0,A6,X,11.8,8.3,10.2,28,235.0
364,2014,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6.0,AS6,X,14.8,10.7,13.0,22,299.0
365,2014,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6.0,AS6,X,13.7,9.7,11.9,24,274.0
366,2014,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6.0,AS6,E,18.3,12.9,15.9,18,254.0
367,2014,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6.0,AS6,X,14.3,10.3,12.5,23,288.0
368,2014,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6.0,AS6,E,18.9,13.9,16.7,17,
369,2014,FORD,F150,PICKUP TRUCK - STANDARD,3.5,6.0,A6,X,14.5,10.6,12.7,22,292.0
370,2014,FORD,F150,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,X,14.6,10.6,12.8,22,294.0
371,2014,FORD,F150,PICKUP TRUCK - STANDARD,6.2,8.0,AS6,X,18.3,12.9,15.9,18,366.0
372,2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,3.5,6.0,A6,X,15.9,11.3,13.8,20,317.0
373,2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,X,15.4,11.0,13.4,21,308.0
374,2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,6.2,8.0,AS6,X,20.1,14.4,17.5,16,402.0
375,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6.0,A6,X,14.0,10.3,12.3,23,283.0
376,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6.0,A6,E,18.8,13.7,16.5,17,264.0
377,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,X,14.0,10.3,12.3,23,283.0
378,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,,6.0,AS6,E,18.8,13.7,16.5,17,264.0
379,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,A6,X,16.4,12.3,14.6,19,336.0
380,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,,8.0,A6,E,22.1,16.7,19.7,14,315.0
381,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,X,16.4,12.3,14.6,19,336.0
382,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,E,22.1,16.7,19.7,14,315.0
383,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6.0,A6,X,15.0,11.4,13.4,21,308.0
384,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6.0,A6,E,20.2,15.3,18.0,16,288.0
385,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,X,15.0,11.4,13.4,21,308.0
386,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,E,20.2,15.3,18.0,16,288.0
387,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,A6,X,16.8,12.6,14.9,19,343.0
388,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,A6,E,22.4,17.0,20.0,14,320.0
389,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,X,16.7,12.5,14.8,19,340.0
390,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,E,22.4,16.9,19.9,14,318.0
391,2014,FORD,F150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8.0,AS6,X,20.4,15.0,18.0,16,414.0
392,2014,FORD,FIESTA,SUBCOMPACT,1.6,4.0,AS6,X,8.5,6.5,7.6,37,175.0
393,2014,FORD,FIESTA,SUBCOMPACT,1.6,4.0,M5,X,8.6,6.4,7.6,37,175.0
394,2014,FORD,FIESTA SFE,SUBCOMPACT,1.0,4.0,M5,X,7.5,5.5,6.6,43,152.0
395,2014,FORD,FIESTA SFE,SUBCOMPACT,1.6,4.0,AS6,X,8.0,5.8,7.0,40,161.0
396,2014,FORD,FIESTA ST,COMPACT,1.6,4.0,M6,X,8.9,6.8,8.0,35,184.0
397,2014,FORD,FLEX,SUV - STANDARD,3.5,6.0,AS6,X,13.2,9.4,11.5,25,264.0
398,2014,FORD,FLEX AWD,SUV - STANDARD,3.5,6.0,AS6,X,13.7,10.2,12.1,23,
399,2014,FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6.0,AS6,X,14.8,10.4,12.8,22,
400,2014,FORD,FOCUS,COMPACT,2.0,4.0,M6,,10.2,7.4,8.9,32,205.0
401,2014,FORD,FOCUS FFV,COMPACT,2.0,4.0,A6,X,8.8,6.4,7.7,37,177.0
402,2014,FORD,FOCUS FFV,COMPACT,2.0,,A6,E,11.7,8.5,10.3,27,165.0
403,2014,FORD,FOCUS FFV,COMPACT,2.0,4.0,AS6,X,8.9,6.4,7.8,36,179.0
404,2014,FORD,FOCUS FFV,COMPACT,2.0,,AS6,E,11.7,8.5,10.3,27,165.0
405,2014,FORD,FOCUS FFV,COMPACT,2.0,4.0,M5,X,9.1,6.6,8.0,35,184.0
406,2014,FORD,FOCUS FFV,COMPACT,2.0,4.0,M5,E,11.9,8.9,10.6,27,170.0
407,2014,FORD,FOCUS SFE FFV,COMPACT,2.0,4.0,A6,X,8.4,5.8,7.2,39,166.0
408,2014,FORD,FOCUS SFE FFV,COMPACT,2.0,4.0,A6,E,11.6,8.3,10.1,28,162.0
409,2014,FORD,FUSION,MID-SIZE,1.5,4.0,AS6,X,10.1,6.6,8.5,33,196.0
410,2014,FORD,FUSION,MID-SIZE,1.6,4.0,M6,X,9.4,6.4,8.1,35,186.0
411,2014,FORD,FUSION,MID-SIZE,2.0,4.0,AS6,X,10.5,7.1,9.0,31,207.0
412,2014,FORD,FUSION,MID-SIZE,2.5,4.0,AS6,X,10.5,7.0,8.9,32,205.0
413,2014,FORD,FUSION (Start/Stop),MID-SIZE,1.5,4.0,AS6,X,9.5,6.3,8.1,35,186.0
414,2014,FORD,FUSION AWD,MID-SIZE,2.0,4.0,AS6,,10.9,7.5,9.4,30,216.0
415,2014,FORD,FUSION HYBRID,MID-SIZE,2.0,4.0,AV,X,5.3,5.7,5.5,51,126.0
416,2014,FORD,,SUBCOMPACT,3.7,6.0,A6,X,12.1,7.8,10.2,28,235.0
417,2014,FORD,MUSTANG,SUBCOMPACT,3.7,6.0,M6,X,12.7,8.1,10.6,27,244.0
418,2014,FORD,MUSTANG,SUBCOMPACT,5.0,8.0,A6,X,13.3,9.3,11.5,25,264.0
419,2014,FORD,MUSTANG,SUBCOMPACT,5.0,8.0,M6,X,15.4,9.4,12.7,22,292.0
420,2014,FORD,MUSTANG,SUBCOMPACT,5.8,8.0,M6,Z,15.9,9.9,13.2,21,304.0
421,2014,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6.0,A6,X,12.5,8.2,10.6,27,244.0
422,2014,FORD,TAURUS,FULL-SIZE,2.0,4.0,AS6,X,10.5,7.3,9.1,31,209.0
423,2014,FORD,TAURUS AWD,FULL-SIZE,3.5,6.0,AS6,X,13.7,9.4,11.8,24,271.0
424,2014,FORD,TAURUS FFV,FULL-SIZE,3.5,6.0,AS6,X,12.1,8.1,10.3,27,
425,2014,FORD,TAURUS FFV,FULL-SIZE,3.5,6.0,AS6,E,17.0,11.1,14.3,20,229.0
426,2014,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6.0,AS6,X,13.0,9.1,11.2,25,258.0
427,2014,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6.0,AS6,E,18.4,12.5,15.7,18,251.0
428,2014,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4.0,AS6,X,10.8,8.0,9.5,30,218.0
429,2014,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,11.3,8.2,9.9,29,228.0
430,2014,FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4.0,AS6,X,11.5,8.3,10.1,28,232.0
431,2014,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,11.9,8.5,10.4,27,239.0
432,2014,GMC,ACADIA,SUV - STANDARD,3.6,6.0,A6,,14.3,9.9,12.3,23,
