,MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
647,2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5.0,8.0,AS8,Z,16.6,12.3,14.7,19,338.0
648,2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5.0,,AS8,E,24.0,16.6,20.7,14,331.0
649,2014,LAND ROVER,RANGE ROVER V6 3.0 SC,SUV - STANDARD,3.0,6.0,AS8,Z,14.1,10.1,12.3,23,283.0
650,2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6.0,AS8,Z,14.1,10.1,12.3,23,283.0
651,2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6.0,AS8,,19.4,14.8,17.3,16,277.0
652,2014,LAND ROVER,RANGE ROVER V8 5.0 SC,SUV - STANDARD,5.0,,AS8,Z,18.0,12.2,15.4,18,354.0
653,2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5.0,8.0,AS8,Z,17.2,12.5,15.1,19,347.0
654,2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5.0,8.0,AS8,E,25.0,16.9,21.4,13,342.0
655,2014,LEXUS,CT 200h,COMPACT,1.8,4.0,AV,,5.5,5.8,5.6,50,129.0
656,2014,LEXUS,ES 300h,MID-SIZE,2.5,4.0,AV6,X,5.8,6.2,6.0,47,138.0
657,2014,LEXUS,ES 350,MID-SIZE,3.5,6.0,AS6,X,11.3,7.6,9.6,29,221.0
658,2014,LEXUS,GS 350,MID-SIZE,3.5,,AS8,Z,12.1,8.3,10.4,27,239.0
659,2014,LEXUS,GS 350 AWD,MID-SIZE,3.5,6.0,AS6,Z,12.5,9.1,11.0,26,253.0
660,2014,LEXUS,GS 450h,MID-SIZE,3.5,6.0,AV8,Z,7.7,7.4,7.6,37,175.0
661,2014,LEXUS,GX 460,SUV - STANDARD,4.6,8.0,AS6,Z,15.7,11.8,13.9,20,320.0
662,2014,LEXUS,IS 250,COMPACT,2.5,6.0,AS6,Z,11.2,7.8,9.7,29,223.0
663,2014,LEXUS,IS 250 AWD,COMPACT,2.5,,AS6,,11.8,8.7,10.4,27,239.0
664,2014,LEXUS,IS 250 C,SUBCOMPACT,2.5,6.0,AS6,Z,11.2,7.8,9.7,29,223.0
665,2014,LEXUS,IS 350,COMPACT,3.5,6.0,AS8,Z,12.2,8.7,10.6,27,244.0
666,2014,LEXUS,IS 350 AWD,COMPACT,3.5,6.0,AS6,Z,12.5,9.1,11.0,26,253.0
667,2014,LEXUS,IS 350 C,SUBCOMPACT,3.5,6.0,AS6,Z,12.1,8.7,10.6,27,244.0
668,2014,LEXUS,IS F,SUBCOMPACT,5.0,8.0,AS8,Z,14.6,10.1,12.6,22,290.0
669,2014,LEXUS,LS 460,MID-SIZE,4.6,8.0,AS8,Z,14.5,9.6,12.3,23,283.0
670,2014,LEXUS,LS 460 AWD,MID-SIZE,4.6,8.0,AS8,Z,15.1,10.3,12.9,22,297.0
671,2014,LEXUS,LS 460 L AWD,MID-SIZE,4.6,8.0,AS8,Z,15.1,10.3,12.9,22,297.0
672,2014,LEXUS,LS 600h L,MID-SIZE,,8.0,AV8,,12.0,10.7,11.4,25,262.0
673,2014,LEXUS,LX 570,SUV - STANDARD,5.7,8.0,AS6,Z,18.8,13.6,16.5,17,
674,2014,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6.0,AS6,X,13.3,9.8,11.7,24,269.0
675,2014,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6.0,AS8,X,12.7,9.1,11.1,25,255.0
676,2014,LEXUS,RX 450h AWD,SUV - SMALL,3.5,6.0,AV6,Z,7.9,8.6,8.2,34,189.0
677,2014,LINCOLN,MKS AWD,FULL-SIZE,3.5,6.0,AS6,X,13.7,9.4,11.8,24,271.0
678,2014,LINCOLN,MKS AWD,FULL-SIZE,3.7,6.0,AS6,X,13.1,9.0,11.3,25,260.0
679,2014,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6.0,AS6,X,14.8,10.4,12.8,22,294.0
680,2014,LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS6,X,11.5,8.5,10.2,28,235.0
681,2014,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6.0,A6,,14.0,9.9,12.2,23,281.0
682,2014,LINCOLN,MKX AWD,SUV - SMALL,3.7,6.0,AS6,X,13.7,10.4,12.2,23,281.0
683,2014,LINCOLN,MKZ,MID-SIZE,2.0,4.0,AS6,X,10.5,7.1,9.0,31,207.0
684,2014,LINCOLN,MKZ AWD,MID-SIZE,3.7,6.0,AS6,X,13.1,9.3,11.4,25,262.0
685,2014,LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4.0,AV,X,6.2,6.4,6.3,45,145.0
686,2014,LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8.0,A6,,18.2,13.3,16.0,18,368.0
687,2014,LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8.0,A6,E,24.5,18.0,21.6,13,346.0
688,2014,MASERATI,GHIBLI,MID-SIZE,3.0,6.0,AS8,Z,15.2,9.6,12.7,22,292.0
689,2014,MASERATI,GHIBLI AWD,MID-SIZE,3.0,6.0,AS8,Z,15.2,9.6,12.7,22,292.0
690,2014,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8.0,AS6,Z,18.2,11.4,15.1,19,347.0
691,2014,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8.0,AS6,Z,18.2,11.7,15.3,18,352.0
692,2014,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8.0,AS8,,17.6,10.7,14.5,19,334.0
693,2014,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6.0,AS8,Z,15.9,9.7,13.1,22,301.0
694,2014,MAZDA,CX-5,SUV - SMALL,2.0,4.0,AS6,X,8.9,7.3,8.2,34,189.0
695,2014,MAZDA,CX-5,SUV - SMALL,2.0,4.0,M6,X,9.0,6.8,8.0,35,184.0
696,2014,MAZDA,CX-5,SUV - SMALL,,4.0,AS6,X,9.6,7.4,8.6,33,198.0
697,2014,MAZDA,CX-5 4WD,SUV - SMALL,2.0,4.0,AS6,X,9.3,7.6,8.5,33,196.0
698,2014,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4.0,AS6,X,9.8,7.9,8.9,32,205.0
699,2014,MAZDA,CX-9,SUV - SMALL,3.7,6.0,AS6,X,14.2,10.0,12.3,23,283.0
700,2014,MAZDA,CX-9 4WD,SUV - SMALL,3.7,6.0,AS6,,14.3,10.6,12.6,22,290.0
701,2014,MAZDA,MAZDA2,COMPACT,,4.0,A4,X,8.4,6.9,7.7,37,177.0
702,2014,MAZDA,MAZDA2,COMPACT,1.5,4.0,M5,X,8.0,6.7,7.4,38,
703,2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4.0,AS6,X,7.9,5.7,6.9,41,159.0
704,2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4.0,M6,X,8.0,5.8,7.0,40,
705,2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4.0,AS6,X,8.4,6.1,7.4,38,170.0
706,2014,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4.0,AS6,X,8.3,6.1,7.3,39,
707,2014,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4.0,M6,X,8.0,5.8,7.0,40,161.0
708,2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4.0,AS6,X,8.0,5.9,7.1,40,163.0
709,2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4.0,M6,X,8.2,5.9,7.2,39,166.0
710,2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4.0,AS6,X,8.7,6.5,7.7,37,177.0
711,2014,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4.0,AS6,X,8.2,6.1,7.3,39,168.0
712,2014,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4.0,M6,X,8.2,5.9,7.2,39,166.0
713,2014,MAZDA,MAZDA5,MINIVAN,2.5,4.0,AS5,X,10.8,8.4,9.7,29,223.0
714,2014,MAZDA,MAZDA5,MINIVAN,2.5,4.0,M6,X,11.1,8.3,9.8,29,225.0
715,2014,MAZDA,MAZDA6,MID-SIZE,2.5,4.0,AS6,X,8.8,6.2,7.6,37,175.0
716,2014,MAZDA,MAZDA6,MID-SIZE,2.5,4.0,M6,X,9.4,6.4,8.1,35,186.0
717,2014,MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4.0,AS6,X,8.4,5.9,7.3,39,168.0
718,2014,MAZDA,MX-5,TWO-SEATER,2.0,4.0,AS6,Z,11.5,8.5,10.2,28,235.0
719,2014,MAZDA,MX-5,TWO-SEATER,2.0,4.0,M5,Z,10.5,8.5,9.6,29,221.0
720,2014,MAZDA,MX-5,TWO-SEATER,2.0,4.0,M6,Z,11.1,8.4,9.9,29,228.0
721,2014,MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2.0,4.0,AS7,Z,9.2,6.6,8.0,35,
722,2014,MERCEDES-BENZ,C 250,COMPACT,1.8,4.0,AS7,Z,10.9,7.5,9.4,30,
723,2014,MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,4.0,AS7,Z,11.0,7.4,9.4,30,216.0
724,2014,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6.0,AS7,Z,12.2,8.5,10.5,27,
725,2014,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6.0,AS7,E,16.4,11.1,14.0,20,224.0
726,2014,MERCEDES-BENZ,C 350,COMPACT,3.5,6.0,AS7,Z,12.0,8.6,10.5,27,242.0
727,2014,MERCEDES-BENZ,C 350 4MATIC,COMPACT,3.5,6.0,AS7,Z,11.9,8.6,10.4,27,239.0
728,2014,MERCEDES-BENZ,C 350 4MATIC COUPE,SUBCOMPACT,3.5,6.0,AS7,Z,12.1,8.7,10.6,27,244.0
729,2014,MERCEDES-BENZ,C 350 COUPE,SUBCOMPACT,3.5,6.0,AS7,Z,12.1,8.6,10.5,27,242.0
730,2014,MERCEDES-BENZ,C 63 AMG,COMPACT,6.2,8.0,AS7,Z,17.7,11.9,15.1,19,
731,2014,MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,6.2,8.0,AS7,Z,17.9,12.2,15.3,18,352.0
732,2014,MERCEDES-BENZ,CL 550 4MATIC,COMPACT,4.7,8.0,AS7,Z,15.4,10.4,13.2,21,304.0
733,2014,MERCEDES-BENZ,CL 63 AMG,COMPACT,5.5,8.0,AS7,Z,15.4,11.0,13.4,21,308.0
734,2014,MERCEDES-BENZ,CLA 250,COMPACT,2.0,4.0,AS7,Z,9.1,6.2,7.8,36,179.0
735,2014,MERCEDES-BENZ,CLA 45 AMG 4MATIC,COMPACT,2.0,4.0,AS7,Z,10.3,7.8,9.2,31,212.0
736,2014,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,,8.0,AS7,Z,13.3,9.4,11.5,25,264.0
737,2014,MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8.0,AS7,Z,15.1,10.7,13.1,22,
738,2014,MERCEDES-BENZ,CLS 63 AMG S 4MATIC,COMPACT,5.5,8.0,AS7,Z,15.1,10.7,13.1,22,301.0
739,2014,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4.0,AS7,D,8.5,5.7,7.2,39,194.0
740,2014,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6.0,AS7,Z,11.8,8.2,10.2,28,235.0
741,2014,MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6.0,AS7,Z,11.6,8.1,10.0,28,230.0
742,2014,MERCEDES-BENZ,E 350 4MATIC COUPE,SUBCOMPACT,3.5,6.0,AS7,Z,11.9,8.5,10.4,27,
743,2014,MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6.0,AS7,Z,12.1,8.6,10.5,27,242.0
744,2014,MERCEDES-BENZ,E 350 CABRIOLET,SUBCOMPACT,3.5,6.0,AS7,Z,12.0,8.5,10.4,27,239.0
745,2014,MERCEDES-BENZ,E 350 COUPE,SUBCOMPACT,3.5,6.0,AS7,Z,11.9,8.2,10.2,28,235.0
746,2014,MERCEDES-BENZ,E 400 HYBRID,MID-SIZE,3.5,6.0,AS7,Z,9.6,7.9,8.8,32,
747,2014,MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8.0,AS7,Z,13.6,9.1,11.6,24,267.0
748,2014,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8.0,AS7,Z,13.7,9.3,11.7,24,269.0
749,2014,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8.0,AS7,Z,13.4,8.9,11.4,25,262.0
750,2014,MERCEDES-BENZ,E 63 AMG 4MATIC,MID-SIZE,5.5,8.0,AS7,Z,15.0,10.3,12.9,22,297.0
751,2014,MERCEDES-BENZ,E 63 AMG 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8.0,AS7,Z,15.5,11.0,13.5,21,310.0
752,2014,MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8.0,AS7,Z,15.0,10.3,12.9,22,297.0
753,2014,MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8.0,AS7,Z,15.5,11.0,13.5,21,
754,2014,MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8.0,AS7,Z,20.0,15.9,18.2,16,419.0
755,2014,MERCEDES-BENZ,G 63 AMG,SUV - STANDARD,,8.0,AS7,Z,19.4,15.7,17.7,16,407.0
756,2014,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6.0,AS7,,13.4,10.2,12.0,24,324.0
757,2014,MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,4.7,8.0,AS7,Z,17.1,12.8,15.2,19,350.0
758,2014,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8.0,AS7,Z,17.6,13.1,15.6,18,
759,2014,MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,8.0,AS7,Z,17.7,13.4,15.8,18,
760,2014,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4.0,AS7,D,9.6,7.1,8.5,33,230.0
761,2014,MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,3.5,6.0,AS7,Z,12.6,9.6,11.3,25,260.0
762,2014,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6.0,AS7,Z,13.4,10.5,12.1,23,278.0
763,2014,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6.0,AS7,E,17.8,13.8,16.0,18,256.0
764,2014,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,,AS7,D,11.8,8.5,10.3,27,278.0
765,2014,MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,4.7,8.0,AS7,Z,16.2,11.8,14.2,20,327.0
766,2014,MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV - STANDARD,5.5,8.0,AS7,Z,17.2,13.5,15.5,18,356.0
767,2014,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8.0,AS7,Z,14.3,9.5,12.1,23,278.0
768,2014,MERCEDES-BENZ,S 550 4MATIC SWB,FULL-SIZE,4.7,8.0,AS7,Z,14.2,9.4,12.0,24,276.0
769,2014,MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8.0,AS7,Z,15.6,10.3,13.2,21,304.0
770,2014,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8.0,AS7,Z,13.4,9.6,11.7,24,269.0
771,2014,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8.0,AS7,,14.8,10.2,12.7,22,292.0
772,2014,MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,6.0,8.0,AS7,Z,16.7,11.2,14.2,20,327.0
773,2014,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,,AS7,Z,10.3,7.2,8.9,32,
774,2014,MERCEDES-BENZ,,TWO-SEATER,1.8,4.0,M6,Z,10.4,7.3,9.0,31,207.0
775,2014,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6.0,AS7,Z,11.1,8.1,9.8,29,225.0
776,2014,MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8.0,AS7,Z,12.3,8.7,10.7,26,246.0
777,2014,MERCEDES-BENZ,SLS AMG BLACK SERIES COUPE,TWO-SEATER,6.2,8.0,AS7,Z,18.7,13.9,16.5,17,380.0
778,2014,MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,8.0,AS7,,18.2,12.6,15.7,18,361.0
779,2014,MERCEDES-BENZ,SLS AMG ROADSTER,TWO-SEATER,6.2,8.0,AS7,Z,18.2,12.6,15.7,18,361.0
780,2014,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4.0,A6,Z,8.7,6.6,7.8,36,179.0
781,2014,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4.0,M6,Z,8.6,6.8,7.8,36,179.0
782,2014,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4.0,A6,Z,8.7,6.6,7.8,36,179.0
783,2014,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4.0,M6,Z,8.6,6.8,7.8,36,179.0
784,2014,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4.0,A6,Z,9.4,7.9,8.7,32,200.0
785,2014,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4.0,M6,Z,8.6,6.8,7.8,36,179.0
786,2014,MINI,COOPER COUPE,TWO-SEATER,1.6,4.0,A6,Z,8.5,6.6,7.6,37,175.0
787,2014,MINI,COOPER COUPE,TWO-SEATER,1.6,4.0,M6,Z,8.0,6.4,7.3,39,168.0
788,2014,MINI,COOPER PACEMAN,COMPACT,1.6,4.0,A6,Z,9.4,7.9,8.7,32,200.0
789,2014,MINI,COOPER PACEMAN,COMPACT,1.6,4.0,M6,Z,8.6,6.8,7.8,36,179.0
790,2014,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4.0,A6,Z,8.7,6.6,7.8,36,
791,2014,MINI,,TWO-SEATER,1.6,4.0,M6,Z,8.6,6.8,7.8,36,179.0
792,2014,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4.0,A6,Z,9.3,7.0,8.3,34,
793,2014,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4.0,M6,Z,9.1,6.7,8.0,35,184.0
794,2014,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4.0,A6,Z,9.3,7.0,8.3,34,191.0
795,2014,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4.0,M6,,9.1,6.7,8.0,35,184.0
796,2014,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4.0,A6,Z,10.0,7.8,9.0,31,207.0
797,2014,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4.0,M6,Z,9.3,7.5,8.5,33,196.0
798,2014,MINI,COOPER S COUPE,TWO-SEATER,1.6,4.0,A6,Z,9.3,7.0,8.3,34,191.0
799,2014,MINI,COOPER S COUPE,TWO-SEATER,1.6,4.0,M6,Z,9.1,6.7,8.0,35,184.0
800,2014,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4.0,A6,Z,10.0,7.8,9.0,31,207.0
801,2014,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4.0,M6,Z,9.3,7.5,8.5,33,
802,2014,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4.0,A6,,9.3,7.0,8.3,34,191.0
803,2014,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4.0,M6,Z,9.1,6.7,8.0,35,184.0
804,2014,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4.0,A6,Z,9.3,7.0,8.3,34,
805,2014,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4.0,M6,Z,9.1,6.7,8.0,35,184.0
806,2014,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4.0,A6,Z,9.3,7.0,8.3,34,
807,2014,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4.0,M6,,9.1,6.7,8.0,35,184.0
808,2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4.0,A6,Z,10.0,7.8,9.0,31,207.0
809,2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4.0,M6,Z,9.3,7.5,8.5,33,196.0
810,2014,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4.0,A6,Z,9.3,7.0,8.3,34,191.0
811,2014,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4.0,M6,Z,9.1,6.7,8.0,35,184.0
812,2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4.0,A6,Z,10.0,7.8,9.0,31,207.0
813,2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4.0,M6,Z,9.3,7.5,8.5,33,196.0
814,2014,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4.0,A6,Z,9.3,7.0,8.3,34,191.0
815,2014,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4.0,M6,Z,9.1,6.7,8.0,35,184.0
816,2014,MITSUBISHI,LANCER,COMPACT,2.0,4.0,AV6,X,9.2,7.0,8.2,34,189.0
817,2014,MITSUBISHI,LANCER,COMPACT,2.0,4.0,M5,X,9.6,6.8,8.3,34,191.0
818,2014,MITSUBISHI,LANCER AWD,COMPACT,2.4,4.0,AV6,X,10.5,8.2,9.5,30,218.0
819,2014,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4.0,AM6,,14.2,10.5,12.5,23,288.0
820,2014,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4.0,M5,Z,14.0,10.3,12.3,23,283.0
821,2014,MITSUBISHI,LANCER RALLIART,COMPACT,2.0,4.0,AM6,Z,13.4,9.4,11.6,24,267.0
822,2014,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4.0,AV6,X,9.6,7.3,8.6,33,
823,2014,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4.0,M5,X,9.8,7.1,8.6,33,198.0
824,2014,MITSUBISHI,MIRAGE,COMPACT,1.2,3.0,AV,X,6.4,5.4,6.0,47,138.0
825,2014,MITSUBISHI,MIRAGE,COMPACT,1.2,3.0,M5,X,7.0,5.6,6.4,44,147.0
826,2014,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4.0,AV6,X,9.5,7.5,8.6,33,198.0
827,2014,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4.0,AV6,X,9.9,8.1,9.1,31,209.0
828,2014,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6.0,AS6,Z,11.5,8.5,10.2,28,235.0
829,2014,MITSUBISHI,RVR,SUV - SMALL,2.0,4.0,AV6,X,9.6,7.6,8.7,32,200.0
830,2014,MITSUBISHI,RVR,SUV - SMALL,2.0,4.0,M5,,9.9,7.5,8.8,32,202.0
831,2014,MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4.0,AV6,X,9.8,8.0,9.0,31,207.0
832,2014,NISSAN,370Z,TWO-SEATER,3.7,6.0,AS7,Z,12.6,9.1,11.0,26,253.0
833,2014,NISSAN,370Z,TWO-SEATER,3.7,6.0,M6,Z,13.3,9.3,11.5,25,264.0
834,2014,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6.0,AS7,Z,13.0,9.5,11.4,25,
835,2014,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6.0,M6,Z,13.5,9.6,11.7,24,269.0
836,2014,NISSAN,ALTIMA,MID-SIZE,2.5,4.0,AV,X,8.7,6.2,7.6,37,
837,2014,NISSAN,ALTIMA,MID-SIZE,3.5,6.0,AV,X,10.8,7.4,9.3,30,214.0
838,2014,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8.0,A5,X,19.1,13.4,16.5,17,380.0
839,2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4.0,A5,X,13.7,10.6,12.3,23,283.0
840,2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4.0,M5,X,12.2,10.2,11.3,25,260.0
841,2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6.0,A5,X,14.7,10.2,12.7,22,292.0
842,2014,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6.0,A5,X,15.7,11.2,13.7,21,315.0
843,2014,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6.0,M6,X,14.8,11.0,13.1,22,301.0
844,2014,NISSAN,GT-R,SUBCOMPACT,3.8,6.0,AM6,Z,14.5,10.9,12.9,22,297.0
845,2014,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4.0,AV,Z,8.7,7.3,8.1,35,186.0
846,2014,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4.0,M6,,9.5,7.6,8.6,33,198.0
847,2014,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4.0,AV,Z,9.3,7.9,8.7,32,200.0
848,2014,NISSAN,MAXIMA,MID-SIZE,3.5,6.0,AV,Z,12.3,9.1,10.9,26,251.0
849,2014,NISSAN,MURANO AWD,SUV - SMALL,3.5,6.0,AV,X,13.2,10.1,11.8,24,271.0
850,2014,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4.0,AV,X,10.0,8.5,9.3,30,214.0
851,2014,NISSAN,,SUV - SMALL,3.5,6.0,AV,X,12.0,8.9,10.6,27,244.0
852,2014,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6.0,AV,X,12.3,9.3,11.0,26,253.0
853,2014,NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4.0,AV,X,9.1,8.5,8.8,32,202.0
